longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,roomsxpop
-122.12,37.64,40,432,102,264,77,3.8875,228100,NEAR BAY,1.6363636363636365
-122.04,37.53,34,2316,478,1524,467,3.7364,190400,NEAR BAY,1.5196850393700787
-122.02,37.89,29,6349,858,2450,778,7.5,356200,NEAR BAY,2.5914285714285716
-121.96,37.99,2,3129,707,1606,698,2.9591,210100,INLAND,1.948318804483188
-122.23,37.82,52,1611,203,556,179,8.7477,500001,NEAR BAY,2.897482014388489
-122.27,37.89,52,1978,293,723,272,5.3989,335600,NEAR BAY,2.73582295988935
-124.23,41.75,11,3159,616,1343,479,2.4805,73200,NEAR OCEAN,2.3521965748324645
-122.29,37.98,27,2133,347,850,350,5.1046,209800,NEAR BAY,2.5094117647058822
-122.29,37.81,26,768,152,392,127,1.7719,82500,NEAR BAY,1.9591836734693877
-122.15,37.74,41,856,178,571,191,3.1458,130600,NEAR BAY,1.499124343257443
-121.97,38.03,17,3685,685,1939,649,3.7043,139800,INLAND,1.9004641567818463
-119.62,36.58,13,1788,405,1652,411,2.6858,62400,INLAND,1.082324455205811
-121.75,39.88,16,2867,559,1203,449,2.7143,95300,INLAND,2.3832086450540317
-121.6,39.75,19,2888,591,984,499,1.9766,92600,INLAND,2.934959349593496
-121.93,37.54,25,1354,192,596,220,6.629,352400,<1H OCEAN,2.271812080536913
-122.0,37.95,9,2214,256,848,239,6.8145,339200,INLAND,2.6108490566037736
-122.2,38.04,31,3029,500,1236,487,5.6022,197000,NEAR BAY,2.4506472491909386
-120.56,38.48,14,3545,702,946,411,3.4609,120900,INLAND,3.7473572938689217
-122.28,37.85,52,610,145,281,132,2.9018,119400,NEAR BAY,2.170818505338078
-121.77,37.68,36,1687,372,950,372,3.5532,158400,INLAND,1.7757894736842106
-119.95,36.8,30,1233,214,620,199,3.4297,112500,INLAND,1.988709677419355
-122.27,37.82,43,1868,456,1061,407,1.5045,93800,NEAR BAY,1.7606032045240338
-119.87,36.79,7,1932,419,1014,389,3.0938,76700,INLAND,1.9053254437869822
-121.9,38.01,34,3779,766,2356,722,3.5129,110600,INLAND,1.6039898132427843
-122.29,37.88,46,1895,442,920,425,2.9926,192100,NEAR BAY,2.0597826086956523
-122.2,37.8,41,2070,354,804,340,5.1184,239600,NEAR BAY,2.574626865671642
-121.65,39.76,31,1599,318,794,303,3.0,96700,INLAND,2.013853904282116
-122.05,37.54,25,4209,731,2568,703,5.2882,223100,NEAR BAY,1.639018691588785
-121.94,37.73,22,6719,1068,2843,994,6.1265,260300,<1H OCEAN,2.36334857544847
-122.3,37.88,46,1647,376,854,355,2.9,144800,NEAR BAY,1.9285714285714286
-121.96,37.81,12,6488,778,2404,765,8.3188,403400,<1H OCEAN,2.698835274542429
-122.31,37.92,38,1250,236,631,279,3.724,220100,NEAR BAY,1.9809825673534074
-122.32,37.93,40,1141,213,434,196,3.9464,186900,NEAR BAY,2.629032258064516
-119.67,36.74,19,2788,614,1365,525,2.7813,120300,INLAND,2.0424908424908423
-122.1,37.9,38,827,144,368,136,6.5095,294400,NEAR BAY,2.2472826086956523
-119.76,36.75,41,1576,417,1567,366,1.2545,45500,INLAND,1.005743458838545
-119.46,36.61,13,1348,258,719,246,3.625,108300,INLAND,1.8748261474269818
-122.04,37.97,10,974,316,631,286,2.3152,140600,NEAR BAY,1.543581616481775
-122.3,37.92,33,1615,271,710,285,4.0804,239000,NEAR BAY,2.2746478873239435
-122.17,37.76,41,1594,367,1074,355,1.9356,90600,NEAR BAY,1.484171322160149
-122.23,37.8,52,1252,299,844,280,2.3929,111900,NEAR BAY,1.4834123222748816
-119.69,36.85,20,2655,432,1081,379,4.5398,143100,INLAND,2.456059204440333
-122.12,37.68,37,2412,394,975,375,4.0417,191100,NEAR BAY,2.473846153846154
-121.94,38.02,29,5765,1170,3266,1131,2.7907,113900,INLAND,1.7651561543172076
-119.53,36.61,33,587,170,730,162,1.5625,55800,INLAND,0.8041095890410959
-122.28,37.85,49,1130,244,607,239,2.4597,93800,NEAR BAY,1.8616144975288302
-120.1,36.21,12,1462,356,1708,367,1.5086,64700,INLAND,0.8559718969555035
-122.13,38.02,52,2378,508,940,451,2.9583,166000,NEAR BAY,2.529787234042553
-122.12,37.68,45,2179,401,1159,399,3.4839,180600,NEAR BAY,1.8800690250215704
-119.92,38.91,15,3831,625,984,328,5.0718,162500,INLAND,3.893292682926829
-121.98,37.96,12,5048,1122,2209,1014,3.1573,126700,INLAND,2.2851969216840198
-122.19,37.78,52,1070,193,555,190,3.7262,166900,NEAR BAY,1.927927927927928
-122.19,39.74,39,4179,814,2111,809,2.3507,65600,INLAND,1.9796305068687825
-121.55,39.51,48,827,198,396,161,0.8024,58300,INLAND,2.0883838383838382
-122.22,37.79,37,2343,574,1608,523,2.1494,132500,NEAR BAY,1.4570895522388059
-122.23,37.82,52,3051,381,1005,369,8.1872,466100,NEAR BAY,3.035820895522388
-121.97,37.77,13,7241,1007,3221,947,7.2216,324600,<1H OCEAN,2.2480596088171376
-122.23,38.06,52,1350,266,490,257,3.125,171100,NEAR BAY,2.7551020408163267
-119.47,36.69,19,3351,589,1578,542,3.2917,160100,INLAND,2.123574144486692
-121.55,39.45,18,2278,523,1185,475,1.3611,60600,INLAND,1.9223628691983123
-121.72,37.98,5,7105,1143,3523,1088,5.0468,168800,INLAND,2.0167470905478284
-120.35,36.14,9,2671,647,1484,541,1.7075,60400,INLAND,1.7998652291105122
-121.76,37.7,9,3980,736,1705,679,5.7068,256700,INLAND,2.334310850439883
-122.06,37.64,20,1655,450,857,430,3.5541,350000,NEAR BAY,1.9311551925320887
-122.08,37.68,15,3051,685,1479,668,3.5295,242200,NEAR BAY,2.0628803245436105
-122.19,37.84,18,1617,210,533,194,11.6017,392600,NEAR BAY,3.0337711069418387
-119.72,36.75,11,4832,993,2190,888,2.6611,74700,INLAND,2.206392694063927
-119.83,36.79,24,3505,819,2098,774,1.9575,67000,INLAND,1.6706387035271688
-119.32,36.62,15,1070,256,1070,243,1.5642,51500,INLAND,1.0
-120.3,38.9,11,1961,435,113,53,0.9227,95500,INLAND,17.353982300884955
-124.17,41.76,20,2673,538,1282,514,2.4605,105900,NEAR OCEAN,2.0850234009360373
-120.99,38.69,5,5743,1074,2651,962,4.1163,172500,INLAND,2.166352319879291
-119.79,36.79,26,1700,423,909,386,2.256,64500,INLAND,1.87018701870187
-121.74,37.95,5,4980,774,2399,763,5.7104,186300,INLAND,2.0758649437265526
-119.78,36.84,7,4907,1075,2014,909,3.2147,111900,INLAND,2.4364448857994043
-122.13,37.71,44,1613,339,776,346,3.1103,188900,NEAR BAY,2.0786082474226806
-121.74,39.38,27,2596,435,1100,409,2.3243,85500,INLAND,2.36
-120.97,38.65,9,3707,602,1601,555,4.0714,300600,INLAND,2.315427857589007
-122.28,37.88,52,1844,332,769,334,4.2614,261300,NEAR BAY,2.397919375812744
-121.47,39.51,19,3720,636,1304,607,2.6921,97500,INLAND,2.852760736196319
-122.17,37.72,42,3008,659,1817,664,3.371,165000,NEAR BAY,1.655476059438635
-121.7,37.93,19,2005,405,972,403,2.2216,156700,INLAND,2.0627572016460904
-124.3,41.84,17,2677,531,1244,456,3.0313,103600,NEAR OCEAN,2.151929260450161
-119.63,36.64,33,1036,181,620,174,3.4107,110400,INLAND,1.6709677419354838
-121.89,38.01,30,4114,743,1994,722,4.2227,134400,INLAND,2.063189568706118
-122.27,37.87,35,3218,1108,1675,1000,1.7464,216700,NEAR BAY,1.9211940298507462
-121.89,37.67,20,2948,471,1181,474,6.0604,247900,INLAND,2.4961896697713803
-122.08,37.67,29,493,168,233,152,0.9637,160000,NEAR BAY,2.11587982832618
-120.76,38.76,21,3509,606,1576,564,2.6392,148500,INLAND,2.2265228426395938
-122.24,37.79,39,1469,431,1464,389,2.1638,105500,NEAR BAY,1.0034153005464481
-119.87,36.79,8,2875,548,1718,551,3.6522,80200,INLAND,1.6734575087310826
-119.75,36.78,28,3257,752,1981,712,2.293,71700,INLAND,1.6441191317516406
-119.59,36.72,18,1284,193,621,190,4.5375,130600,INLAND,2.0676328502415457
-122.32,38.01,26,3054,492,1495,496,4.6944,171100,NEAR BAY,2.042809364548495
-122.35,37.96,35,1326,346,1023,295,2.0724,97700,NEAR BAY,1.2961876832844574
-121.55,39.48,41,461,107,284,90,2.2045,41800,INLAND,1.6232394366197183
-121.93,37.72,26,3816,637,1935,642,4.4697,221300,<1H OCEAN,1.972093023255814
-121.07,38.66,22,1831,274,813,269,4.6394,173400,INLAND,2.252152521525215
-122.12,37.71,38,1164,284,632,289,3.0345,152100,NEAR BAY,1.8417721518987342
-122.2,37.82,39,3770,534,1265,500,6.3302,362800,NEAR BAY,2.9802371541501977
-119.57,37.02,16,4199,794,2140,722,3.332,111800,INLAND,1.9621495327102805
-122.27,37.78,52,1222,264,630,265,3.7708,215300,NEAR BAY,1.9396825396825397
-122.28,37.84,49,1916,447,863,378,1.9274,122300,NEAR BAY,2.220162224797219
-120.91,38.62,12,4545,748,2033,718,4.1843,207600,INLAND,2.235612395474668
-119.73,36.83,14,3348,491,1584,493,5.0828,111400,INLAND,2.1136363636363638
-119.77,36.75,44,1818,412,1680,418,1.7083,48300,INLAND,1.082142857142857
-122.36,38.03,32,2159,393,981,369,4.3173,175400,NEAR BAY,2.200815494393476
-124.17,41.8,16,2739,480,1259,436,3.7557,109400,NEAR OCEAN,2.1755361397934867
-122.04,37.57,12,5719,1064,3436,1057,5.2879,231200,NEAR BAY,1.6644353899883586
-122.16,37.76,46,1827,307,881,302,4.6696,164300,NEAR BAY,2.0737797956867197
-122.1,37.66,33,1954,464,1293,448,3.0489,152600,NEAR BAY,1.511214230471771
-122.15,37.74,49,1494,316,611,288,2.2,187500,NEAR BAY,2.4451718494271684
-119.71,36.79,34,1891,323,966,355,3.6681,82000,INLAND,1.9575569358178053
-120.65,38.28,21,3095,681,1341,546,2.1382,104000,INLAND,2.307979120059657
-122.13,38.01,51,1262,309,608,298,2.1974,139300,NEAR BAY,2.075657894736842
-121.6,39.79,18,2672,533,1151,532,2.567,102900,INLAND,2.321459600347524
-122.09,37.67,39,2069,500,1408,478,3.1115,153500,NEAR BAY,1.4694602272727273
-122.09,37.65,27,2630,722,1414,634,2.8203,195200,NEAR BAY,1.85997171145686
-121.83,37.95,17,1133,244,716,235,2.875,162500,INLAND,1.5824022346368716
-122.12,38.01,50,1738,355,837,363,3.609,135700,NEAR BAY,2.076463560334528
-120.62,38.71,10,6305,1150,2597,921,4.0197,132200,INLAND,2.4278013092029265
-122.17,37.77,30,3326,746,1704,703,2.875,135300,NEAR BAY,1.9518779342723005
-119.69,36.77,22,2456,496,1720,417,2.6875,60600,INLAND,1.427906976744186
-122.24,37.77,52,1153,235,481,223,2.6411,241000,NEAR BAY,2.397089397089397
-122.29,37.81,46,12,4,18,7,0.4999,67500,NEAR BAY,0.6666666666666666
-122.24,37.79,43,1626,376,1284,357,2.2542,112200,NEAR BAY,1.266355140186916
-121.96,37.53,28,2949,529,1538,545,4.9615,228000,<1H OCEAN,1.9174252275682704
-121.59,39.78,18,945,205,385,207,2.1838,58000,INLAND,2.4545454545454546
-122.18,37.75,46,941,218,621,195,1.325,87100,NEAR BAY,1.5152979066022545
-122.01,37.56,6,3028,778,1531,736,4.4259,158000,NEAR BAY,1.977792292619203
-122.28,37.86,49,2932,668,1361,608,1.9798,147400,NEAR BAY,2.1542983100661277
-121.65,38.03,28,3144,694,1095,482,3.4402,192400,INLAND,2.871232876712329
-119.79,36.77,43,2323,502,1144,471,2.3967,58700,INLAND,2.0305944055944054
-119.75,36.75,49,2331,460,1290,477,2.5111,55400,INLAND,1.8069767441860465
-122.2,37.9,36,2107,287,740,280,10.3416,500001,NEAR BAY,2.847297297297297
-121.9,38.0,14,2677,368,1288,375,6.0497,177500,INLAND,2.078416149068323
-120.55,38.12,10,1566,325,785,291,2.5,116100,INLAND,1.9949044585987261
-122.18,37.77,51,2107,471,1173,438,3.2552,120100,NEAR BAY,1.7962489343563512
-122.23,37.79,30,610,145,425,140,1.6198,122700,NEAR BAY,1.4352941176470588
-119.75,36.77,32,1962,399,1005,392,2.6726,70400,INLAND,1.9522388059701492
-122.19,37.71,36,361,69,158,58,5.5461,262500,NEAR BAY,2.2848101265822787
-119.71,36.74,18,8099,1670,4476,1514,2.4728,88300,INLAND,1.8094280607685433
-121.98,37.74,8,2865,389,1376,417,7.9393,399300,<1H OCEAN,2.082122093023256
-122.2,37.77,49,2272,498,1621,483,2.4338,102400,NEAR BAY,1.4016039481801357
-122.3,37.81,52,1224,237,521,159,1.191,76100,NEAR BAY,2.349328214971209
-122.24,37.8,52,996,228,731,228,2.2697,127000,NEAR BAY,1.362517099863201
-122.2,37.77,39,2689,597,1888,537,2.2562,94800,NEAR BAY,1.4242584745762712
-121.46,39.4,17,3659,735,1970,667,2.425,96200,INLAND,1.8573604060913707
-121.9,38.01,16,2604,454,1696,481,4.6628,136000,INLAND,1.5353773584905661
-122.24,37.76,52,2567,436,1119,415,4.6094,229300,NEAR BAY,2.294012511170688
-121.82,37.98,13,3995,605,1969,607,5.0164,165200,INLAND,2.0289487049263584
-119.78,36.83,11,2754,663,1328,604,2.3667,69300,INLAND,2.0737951807228914
-119.8,36.73,45,925,231,797,228,1.7011,44800,INLAND,1.1606022584692597
-120.01,38.93,22,3080,610,1045,425,2.996,126100,INLAND,2.9473684210526314
-119.6,36.57,42,2311,439,1347,436,2.5556,69700,INLAND,1.7156644394951746
-121.99,37.56,20,6462,1294,3288,1235,4.3393,231200,<1H OCEAN,1.9653284671532847
-119.78,36.71,35,1987,394,1233,383,1.3587,45300,INLAND,1.6115166261151663
-122.27,37.88,37,2619,682,1152,616,2.52,277800,NEAR BAY,2.2734375
-122.16,37.7,36,2239,391,1203,379,5.0043,190400,NEAR BAY,1.8611803823773898
-122.28,37.81,52,386,164,346,155,0.8075,137500,NEAR BAY,1.115606936416185
-122.1,37.96,20,3796,650,1679,611,4.3571,228200,NEAR BAY,2.260869565217391
-119.69,36.82,17,1897,433,1207,384,1.8021,55900,INLAND,1.571665285832643
-122.18,37.76,52,754,175,447,165,3.9063,93800,NEAR BAY,1.686800894854586
-122.16,37.74,52,771,147,355,144,4.1458,143400,NEAR BAY,2.171830985915493
-122.27,37.9,42,1650,274,645,256,5.6228,375400,NEAR BAY,2.558139534883721
-122.27,37.87,30,1465,439,862,425,1.7778,268800,NEAR BAY,1.6995359628770301
-119.55,36.7,31,1671,372,1371,347,2.3687,63900,INLAND,1.2188183807439825
-122.15,37.69,36,1501,287,703,276,3.8864,197300,NEAR BAY,2.135135135135135
-121.7,37.91,17,1962,291,825,267,4.8958,187100,INLAND,2.3781818181818184
-121.69,39.36,34,842,186,635,165,1.8355,63000,INLAND,1.325984251968504
-122.27,37.89,52,3046,373,975,365,8.8342,430500,NEAR BAY,3.124102564102564
-122.2,39.75,18,2603,576,1616,588,2.0192,63700,INLAND,1.6107673267326732
-122.15,37.75,44,1938,399,946,331,3.225,135800,NEAR BAY,2.048625792811839
-122.27,37.84,52,1688,337,853,325,2.1806,99700,NEAR BAY,1.9788980070339977
-119.74,36.76,42,2093,470,1621,438,1.7994,58700,INLAND,1.2911782850092535
-122.09,37.69,43,500,110,273,120,3.3125,150000,NEAR BAY,1.8315018315018314
-122.04,37.9,20,5467,1044,2310,963,5.6986,275800,NEAR BAY,2.3666666666666667
-122.3,37.97,30,4030,772,1777,718,3.6393,184000,NEAR BAY,2.2678671918964546
-122.14,37.76,34,1513,231,545,211,5.5701,252800,NEAR BAY,2.776146788990826
-122.02,37.99,37,2247,416,1237,397,4.45,161900,NEAR BAY,1.8164915117219078
-119.74,36.73,34,1254,272,1056,279,2.3269,50800,INLAND,1.1875
-121.83,37.99,16,2919,462,1456,453,5.6779,164700,INLAND,2.0048076923076925
-122.26,37.82,40,624,195,423,160,0.9506,187500,NEAR BAY,1.475177304964539
-119.81,36.78,35,1012,245,633,240,2.0324,55500,INLAND,1.598736176935229
-120.02,36.8,25,1270,255,1050,245,2.1618,55300,INLAND,1.2095238095238094
-119.76,36.77,38,3804,814,2142,816,2.1439,60200,INLAND,1.7759103641456582
-122.36,37.94,26,1540,343,1007,338,1.3365,72900,NEAR BAY,1.529294935451837
-119.75,36.73,39,2290,539,1685,536,1.6325,52100,INLAND,1.3590504451038576
-119.55,36.6,18,2379,448,1638,436,2.309,57100,INLAND,1.4523809523809523
-122.22,37.78,50,1920,530,1525,477,1.4886,128800,NEAR BAY,1.259016393442623
-122.01,37.53,19,4572,712,2346,709,6.0667,245700,NEAR BAY,1.948849104859335
-119.69,36.71,25,556,79,249,71,4.4583,108300,INLAND,2.2329317269076303
-120.27,36.29,11,1337,412,1376,318,2.4398,87500,INLAND,0.971656976744186
-121.79,37.69,25,6296,1082,3200,1047,4.5357,188400,INLAND,1.9675
-121.85,39.73,17,3425,827,2469,758,0.9393,88900,INLAND,1.3872012960712838
-121.99,37.81,17,465,83,146,75,4.9018,188500,<1H OCEAN,3.184931506849315
-122.07,37.97,20,1705,353,856,341,3.7262,211800,NEAR BAY,1.9918224299065421
-119.69,36.83,28,1868,350,898,329,3.1814,78900,INLAND,2.0801781737193763
-122.06,37.88,34,4781,703,1879,714,6.5378,340900,NEAR BAY,2.5444385311335815
-120.57,38.2,13,4110,847,1796,706,2.6417,122300,INLAND,2.2884187082405347
-122.18,37.72,45,1498,313,1003,305,3.8047,156700,NEAR BAY,1.493519441674975
-122.05,37.59,15,6243,1273,3163,1274,3.7462,212500,NEAR BAY,1.9737590894720203
-121.84,39.73,52,677,152,379,154,1.6797,94800,INLAND,1.7862796833773087
-122.09,37.69,20,4296,817,1732,800,4.8036,188300,NEAR BAY,2.4803695150115472
-119.99,38.94,22,3119,640,786,351,3.0806,118500,INLAND,3.9681933842239188
-122.26,37.84,52,696,191,345,174,2.6736,191300,NEAR BAY,2.017391304347826
-122.22,37.79,52,3424,690,2273,685,3.9048,164700,NEAR BAY,1.506379234491861
-121.92,37.73,24,1407,327,501,295,2.4821,157200,<1H OCEAN,2.808383233532934
-121.97,37.79,16,3873,484,1451,501,6.7857,341300,<1H OCEAN,2.669193659545141
-120.59,38.53,15,432,87,208,73,3.6125,100000,INLAND,2.076923076923077
-122.27,37.85,50,1279,300,675,255,1.9028,150800,NEAR BAY,1.8948148148148147
-122.07,37.58,16,1644,251,1033,267,6.5116,244300,NEAR BAY,1.591481122942885
-122.17,37.78,52,653,128,296,121,4.175,144000,NEAR BAY,2.206081081081081
-122.15,37.74,52,1394,223,545,230,3.95,219000,NEAR BAY,2.5577981651376147
-119.52,36.71,21,1834,321,1120,314,2.59,69300,INLAND,1.6375
-119.79,36.77,30,1610,410,1000,397,2.0357,60200,INLAND,1.61
-122.18,37.75,45,330,76,282,80,4.0469,80700,NEAR BAY,1.1702127659574468
-122.33,38.0,35,3779,711,2493,679,2.9781,109000,NEAR BAY,1.5158443642198154
-119.83,36.78,35,1789,357,933,357,2.5223,66200,INLAND,1.917470525187567
-122.09,37.67,48,1252,305,673,308,2.3357,175000,NEAR BAY,1.8603268945022289
-122.16,37.73,52,1114,206,425,207,2.5625,175000,NEAR BAY,2.621176470588235
-122.07,37.88,11,1077,318,590,264,3.5536,387200,NEAR BAY,1.8254237288135593
-120.34,38.25,17,5497,1056,997,408,2.9821,111500,INLAND,5.513540621865597
-122.09,37.67,33,2431,655,1854,603,2.7019,154000,NEAR BAY,1.3112189859762675
-120.38,36.76,12,932,244,1043,243,1.4038,54300,INLAND,0.8935762224352828
-119.83,36.77,23,2168,503,1190,425,2.625,71600,INLAND,1.8218487394957983
-122.03,37.61,33,1518,302,831,268,5.097,188600,NEAR BAY,1.8267148014440433
-122.03,37.61,36,1409,271,1002,281,3.7262,164900,NEAR BAY,1.406187624750499
-121.96,37.95,13,3216,765,1627,715,3.0859,167800,INLAND,1.9766441303011677
-122.03,38.01,27,3228,562,1666,588,4.5707,175900,NEAR BAY,1.9375750300120047
-122.3,37.81,48,828,182,392,133,2.5938,73500,NEAR BAY,2.1122448979591835
-120.78,38.74,28,4236,877,2008,881,2.1603,111300,INLAND,2.1095617529880477
-122.2,37.79,49,882,195,737,210,2.6667,122000,NEAR BAY,1.1967435549525103
-123.91,41.68,22,1880,360,743,314,2.9688,152700,<1H OCEAN,2.5302826379542394
-122.2,37.8,43,3045,499,1115,455,4.9559,273000,NEAR BAY,2.7309417040358746
-122.09,37.63,35,1213,221,790,243,4.7019,174100,NEAR BAY,1.5354430379746835
-122.02,37.8,11,6200,907,2286,896,7.6518,359300,NEAR BAY,2.7121609798775155
-119.79,36.78,38,1912,456,1131,408,2.03,58800,INLAND,1.6905393457117595
-119.81,36.78,52,2281,371,839,367,3.5972,89900,INLAND,2.718712753277712
-122.2,37.81,45,2964,436,1067,426,6.7851,323500,NEAR BAY,2.7778819119025306
-119.79,36.76,52,1185,260,635,239,1.175,56100,INLAND,1.8661417322834646
-122.28,38.0,26,2335,413,980,417,3.4471,178900,NEAR BAY,2.38265306122449
-122.08,37.72,31,3866,531,1368,521,6.187,340400,NEAR BAY,2.8260233918128654
-120.85,38.69,18,5928,1097,2697,1096,3.4872,141400,INLAND,2.1979977753058955
-121.97,37.57,21,4342,783,2172,789,4.6146,247600,<1H OCEAN,1.9990791896869244
-121.62,39.75,20,1173,261,523,258,1.0625,92800,INLAND,2.24282982791587
-122.04,37.95,33,1653,334,814,328,3.1406,163100,NEAR BAY,2.0307125307125307
-122.27,38.0,15,1216,166,572,178,5.8418,240300,NEAR BAY,2.125874125874126
-121.75,37.68,35,1755,299,702,263,5.2443,183400,INLAND,2.5
-119.54,36.51,36,49,7,28,2,4.625,162500,INLAND,1.75
-122.27,37.99,16,4921,737,2312,725,5.8899,243200,NEAR BAY,2.1284602076124566
-122.1,37.66,34,656,115,342,112,4.6875,200600,NEAR BAY,1.9181286549707601
-122.23,37.76,52,3037,516,1242,518,5.2128,289900,NEAR BAY,2.4452495974235107
-119.8,36.82,24,5377,1005,2010,982,3.4542,121200,INLAND,2.675124378109453
-122.29,37.88,52,1650,395,841,380,3.556,179300,NEAR BAY,1.9619500594530321
-122.3,37.87,52,3123,749,1695,684,2.2208,144800,NEAR BAY,1.8424778761061946
-122.32,38.0,32,2275,397,1233,418,4.0437,162800,NEAR BAY,1.8450932684509327
-122.19,37.77,52,2170,428,1086,425,3.3715,143900,NEAR BAY,1.9981583793738489
-122.08,37.64,36,1340,245,789,248,3.8,172000,NEAR BAY,1.6983523447401774
-122.37,37.93,45,3150,756,1798,749,1.75,37900,NEAR BAY,1.7519466073414904
-122.26,37.77,52,1848,479,921,477,2.875,234000,NEAR BAY,2.006514657980456
-122.31,38.0,29,3108,534,1687,516,4.3333,170800,NEAR BAY,1.842323651452282
-122.34,37.94,47,2313,433,947,430,3.942,143300,NEAR BAY,2.4424498416050686
-122.04,37.63,33,952,172,369,159,3.2331,226700,NEAR BAY,2.5799457994579944
-121.57,39.8,23,790,137,365,152,2.1912,115200,INLAND,2.164383561643836
-122.14,37.75,36,690,105,299,109,4.0313,195500,NEAR BAY,2.3076923076923075
-122.24,37.8,52,1803,420,1321,401,2.957,122800,NEAR BAY,1.364875094625284
-122.27,37.87,52,3084,698,1424,694,2.7372,210200,NEAR BAY,2.1657303370786516
-122.28,37.87,52,1233,300,571,292,2.2788,182300,NEAR BAY,2.1593695271453592
-122.28,37.91,41,3009,482,1053,490,5.828,324400,NEAR BAY,2.8575498575498575
-119.81,36.8,29,2806,552,1242,540,3.5958,88800,INLAND,2.259259259259259
-119.81,36.75,52,1827,356,855,353,1.7636,55100,INLAND,2.136842105263158
-122.22,37.8,52,2286,464,1073,441,3.0298,199600,NEAR BAY,2.130475302889096
-119.76,36.73,46,1347,282,854,267,1.8723,52600,INLAND,1.5772833723653397
-122.28,37.82,52,945,243,576,220,1.4113,83100,NEAR BAY,1.640625
-122.19,37.79,47,1229,243,582,256,2.9514,198100,NEAR BAY,2.111683848797251
-122.08,37.64,36,786,133,463,160,3.9338,182700,NEAR BAY,1.6976241900647948
-119.75,36.8,25,2718,504,1257,465,2.3333,90600,INLAND,2.162291169451074
-121.69,39.36,29,2220,471,1170,428,2.3224,56200,INLAND,1.8974358974358974
-122.22,37.77,52,1137,301,866,259,2.59,96400,NEAR BAY,1.3129330254041571
-122.29,37.83,52,1121,211,554,187,3.3929,75700,NEAR BAY,2.023465703971119
-121.85,37.68,4,4719,741,1895,742,6.8132,282500,INLAND,2.4902374670184697
-122.08,37.68,26,1167,370,253,137,2.4196,275000,NEAR BAY,4.612648221343873
-120.56,38.09,34,2745,559,1150,491,2.3654,94900,INLAND,2.3869565217391306
-122.01,37.92,18,2808,337,1038,337,8.3956,353600,NEAR BAY,2.7052023121387285
-122.18,37.8,23,2317,336,955,328,6.7527,285800,NEAR BAY,2.426178010471204
-119.69,36.83,8,943,189,475,155,4.9327,89500,INLAND,1.9852631578947368
-119.63,36.6,33,1589,294,1102,307,1.9676,62400,INLAND,1.4419237749546279
-119.81,36.78,37,1965,364,796,335,3.625,83400,INLAND,2.4685929648241207
-120.46,38.09,16,3758,715,1777,615,3.0,122600,INLAND,2.1148002250984805
-122.19,37.75,28,856,189,435,162,0.8012,81800,NEAR BAY,1.967816091954023
-122.02,37.53,21,4280,673,2216,681,5.7072,242200,NEAR BAY,1.931407942238267
-121.91,37.68,20,1804,254,831,260,6.177,262900,<1H OCEAN,2.170878459687124
-122.35,37.94,45,2112,493,1406,452,2.3456,105200,NEAR BAY,1.5021337126600285
-121.81,37.97,8,1584,236,615,202,6.4753,166800,INLAND,2.575609756097561
-119.79,36.76,52,2408,498,1361,465,2.1055,61300,INLAND,1.769287288758266
-122.34,37.94,31,1611,455,786,411,1.681,145500,NEAR BAY,2.049618320610687
-122.26,37.77,52,2097,444,915,413,2.9899,228100,NEAR BAY,2.2918032786885245
-122.0,37.84,16,7681,946,2777,908,9.5271,500001,<1H OCEAN,2.7659344616492616
-118.91,36.79,19,1616,324,187,80,3.7857,78600,INLAND,8.641711229946525
-122.16,37.76,45,2299,514,1437,484,2.5122,95500,NEAR BAY,1.5998608211551844
-120.86,38.75,15,1533,300,674,287,2.5625,146100,INLAND,2.2744807121661723
-119.79,36.83,15,3356,694,1232,627,2.2215,72200,INLAND,2.7240259740259742
-121.83,39.76,12,9831,1921,4644,1775,3.1142,112600,INLAND,2.1169250645994833
-123.83,41.88,18,1504,357,660,258,3.13,116700,<1H OCEAN,2.278787878787879
-122.16,37.74,47,824,223,533,166,2.625,98200,NEAR BAY,1.5459662288930582
-122.29,37.89,52,2248,422,870,377,3.4732,246200,NEAR BAY,2.5839080459770116
-119.79,36.82,23,4358,819,1852,802,3.4167,105200,INLAND,2.353131749460043
-121.49,39.52,25,848,153,436,155,3.9028,93800,INLAND,1.944954128440367
-120.19,38.42,11,1568,369,82,33,3.125,77500,INLAND,19.121951219512194
-122.11,37.69,42,1472,310,768,309,3.4643,160900,NEAR BAY,1.9166666666666667
-119.55,36.61,14,3004,793,3535,735,1.586,56900,INLAND,0.8497878359264498
-120.02,38.76,15,3142,618,725,285,4.3333,121400,INLAND,4.333793103448276
-121.9,38.02,5,1560,369,1037,372,3.6154,181800,INLAND,1.5043394406943105
-122.29,37.87,52,895,198,386,204,3.875,182600,NEAR BAY,2.3186528497409324
-122.09,37.89,35,880,139,352,132,6.8686,406500,NEAR BAY,2.5
-121.92,37.74,8,452,51,140,43,12.5915,432400,<1H OCEAN,3.2285714285714286
-122.07,37.64,25,4524,860,2426,862,4.7083,190900,NEAR BAY,1.86479802143446
-119.76,36.82,17,6932,1486,3056,1453,2.3375,99300,INLAND,2.268324607329843
